Majority protein IDs	Protein names	Gene names	L3_4 old L OAF	L3_4 old A OAF	L3_4 old P OAF	L3_4 old R OAF	L3_4 old L IAF	L3_4 old R IAF	L3_4 old L IAF_NP	L3_4 old A IAF_NP	L3_4 old P IAF_NP	L3_4 old R IAF_NP	L3_4 old NP	L3_4 Young L OAF	L3_4 young A OAF	L3_4 young P OAF	L3_4 young R OAF	L3_4 young L IAF	L3_4 young R IAF	L3_4 young L IAF_NP	L3_4 young A IAF_NP	L3_4 young P IAF_NP	L3_4 young R IAF_NP	L3_4 young NP	L4_5 old L OAF	L4_5 old A OAF	L4_5 old P OAF	L4_5 old R OAF	L4_5 old L IAF	L4_5 old R IAF	L4_5 old L IAF_NP	L4_5 old A IAF_NP	L4_5 old P IAF_NP	L4_5 old R IAF_NP	L4_5 old NP	L4_5 young L OAF	L4_5 young A OAF	L4_5 young P OAF	L4_5 young R OAF	L4_5 young L IAF	L4_5 young R IAF	L4_5 young L IAF_NP	L4_5 young A IAF_NP	L4_5 young P IAF_NP	L4_5 young R IAF_NP	L4_5 young NP	L5_S1 old L OAF	L5_S1 old A OAF	L5_S1 old P OAF	L5_S1 old R OAF	L5_S1 old L IAF	L5_S1 old R IAF	L5_S1 old L IAF_NP	L5_S1 old A IAF_NP	L5_S1 old P IAF_NP	L5_S1 old R IAF_NP	L5_S1 old NP	L5_S1 young L OAF	L5_S1 young A OAF	L5_S1 young P OAF	L5_S1 young R OAF	L5_S1 young L IAF	L5_S1 young R IAF	L5_S1 young L IAF_NP	L5_S1 young A IAF_NP	L5_S1 young P IAF_NP	L5_S1 young R IAF_NP	L5_S1 young NP
Q04756	Hepatocyte growth factor activator;Hepatocyte growth factor activator short chain;Hepatocyte growth factor activator long chain	HGFAC	24.7134	25.085	25.6362	24.7167	27.8893	25.7269	27.1906	27.3433	26.7456	NaN	26.2089	24.7396	24.8291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3137	NaN	NaN	24.9799	NaN	NaN	27.0385	25.5957	25.2675	25.637	25.4338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1322	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	24.1574	25.0703	NaN	25.1049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q96QV1	Hedgehog-interacting protein	HHIP	25.8154	NaN	NaN	NaN	NaN	NaN	25.5164	NaN	NaN	25.5517	NaN	NaN	NaN	NaN	NaN	26.038	27.75	28.3877	27.5638	27.7813	28.2187	28.623	26.0623	NaN	NaN	NaN	25.6674	25.8368	25.281	NaN	NaN	NaN	25.0987	NaN	NaN	NaN	NaN	25.9076	27.7229	28.1385	27.8232	NaN	27.854	27.4644	NaN	25.6854	26.2324	NaN	NaN	NaN	26.7385	27.7683	NaN	28.245	27.9066	NaN	NaN	NaN	NaN	NaN	NaN	27.0302	26.6782	NaN	NaN	26.497
Q96JK4	HHIP-like protein 1	HHIPL1	24.3938	NaN	25.9595	NaN	26.7824	25.8835	28.1934	26.844	27.3738	27.9121	27.7038	27.2287	27.8891	27.2608	26.5558	28.7132	28.3339	28.6116	28.2524	28.4965	29.0593	28.7739	26.2558	27.2486	NaN	26.7866	28.2574	30.1293	27.8537	28.5956	26.7933	27.6932	27.7013	NaN	27.8456	28.0518	27.7856	28.6106	29.2645	29.2921	28.9276	28.1101	28.7429	28.243	28.3626	28.3024	28.3588	NaN	28.9039	29.4165	29.0518	30.0418	29.3541	29.1628	30.7407	27.3288	26.2514	27.5591	28.7178	29.398	28.7542	29.001	27.8205	27.498	28.8688	27.9583
Q6UWX4	HHIP-like protein 2	HHIPL2	27.1219	25.2917	27.5104	25.5272	29.6125	28.0948	27.5853	25.9846	27.2034	28.2986	26.9705	30.8968	30.9531	31.2644	30.7661	31.941	32.0331	31.4269	32.2747	31.4788	31.651	31.6958	28.8028	29.955	29.1534	30.3826	29.3671	29.5413	28.0942	28.5018	27.9335	27.9895	27.7087	29.2944	31.5028	31.5709	30.6246	31.82	32.1559	31.6752	32.1371	31.3242	32.0077	31.1598	31.3702	31.0449	29.0367	27.4183	29.7412	29.5707	28.3791	29.7377	28.0252	26.9379	28.922	30.3421	31.0915	31.5317	31.5241	31.0671	32.3503	31.2249	31.2113	31.5854	31.7648	31.4947
P31937	3-hydroxyisobutyrate dehydrogenase, mitochondrial	HIBADH	24.8243	25.4402	NaN	25.601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.0283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6NVY1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	HIBCH	24.3607	23.5297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y241	HIG1 domain family member 1A, mitochondrial	HIGD1A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P49773	Histidine triad nucleotide-binding protein 1	HINT1	27.4569	26.661	25.647	27.437	24.3296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5565	NaN	25.4193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.4202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.7599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BX68	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2	NaN	23.7494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.1628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O00291	Huntingtin-interacting protein 1	HIP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P16401	Histone H1.5	HIST1H1B	28.5479	27.6984	24.7681	27.8146	NaN	25.6346	NaN	NaN	NaN	25.6881	NaN	NaN	NaN	NaN	NaN	27.5754	27.9924	29.1309	NaN	27.8043	26.5951	26.415	28.1071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0508	28.2504	28.3585	28.8749	NaN	NaN	28.3263	27.2516	27.2601	NaN	28.9273	27.0149	NaN	NaN	24.4109	NaN	25.2281	NaN	28.2115	NaN	NaN	29.2012	27.4406	28.569	26.8674	27.4009	29.7001	28.82	28.3719
P16403	Histone H1.2	HIST1H1C	31.6303	31.3726	28.8148	31.905	28.8232	28.5161	NaN	28.2097	27.0699	NaN	25.6766	30.4007	30.5771	30.5603	31.6555	29.4109	30.5494	29.3752	30.401	31.1531	30.1251	30.6213	31.5597	29.9056	29.4855	30.4661	28.2129	30.0926	26.2271	27.9845	27.3558	28.1115	NaN	31.0677	30.2945	NaN	32.2326	30.246	28.2799	29.7404	29.1574	30.7921	29.0043	29.9629	30.7442	31.7876	30.2756	32.846	30.4629	30.063	28.5996	28.9249	28.8548	28.9606	28.7584	30.7775	32.073	32.2217	30.3029	30.3094	30.6902	29.7247	28.6608	30.6091	29.8621	29.6986
P16402	Histone H1.3	HIST1H1D	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P10412	Histone H1.4	HIST1H1E	NaN	29.2142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.606	28.9563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.5718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.3093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.2577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA	33.2813	33.7292	30.2901	33.6829	29.6862	30.0643	26.805	29.9262	28.9467	30.0016	28.4439	29.7772	32.6318	31.5769	32.4531	29.1091	30.2828	29.3651	29.8641	29.684	28.9746	29.0777	32.8504	30.5221	30.2847	31.0416	30.3073	28.6134	28.97	29.1144	29.1934	29.0922	28.1006	32.4405	32.4295	31.6004	32.4343	30.4931	30.2427	29.8344	29.9161	30.372	30.6941	29.5167	32.0196	32.3539	31.4333	32.3825	31.3381	31.0546	29.9841	29.8811	29.1057	29.51	29.5855	33.1083	32.0413	32.1907	31.1289	29.9333	29.7776	29.821	29.905	29.4026	28.5127	29.0407
P68431;Q16695	Histone H3.1;Histone H3.1t	HIST1H3A;HIST3H3	25.2244	26.2058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.6341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62805	Histone H4	HIST1H4A	31.7575	31.1577	28.1943	32.3984	29.8276	30.1094	27.7242	29.2741	29.322	29.7645	26.5761	31.5616	31.4484	31.8709	32.6841	31.1361	30.6547	30.2523	30.086	29.8066	30.1675	30.1913	33.2193	31.9245	30.9542	32.4635	30.7588	30.5258	29.1531	30.1326	29.2172	30.0984	28.9456	32.4138	32.321	32.1329	33.6943	31.4593	31.4898	31.5259	30.6752	31.2356	31.4138	30.45	31.9601	31.288	30.5019	31.9864	31.7603	30.3664	31.1046	29.8165	30.0755	29.8991	29.5952	32.7957	32.6793	31.8431	31.5828	31.1262	30.4824	30.6064	31.4319	29.7567	29.7153	29.4703
Q16777;Q6FI13;Q99878;Q96KK5;Q9BTM1;Q93077;Q7L7L0;P20671;P0C0S8;P04908;Q96QV6;P16104	Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-B/E;Histone H2A type 1-A;Histone H2AX	HIST2H2AC;HIST2H2AA3;HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AC;HIST3H2A;HIST1H2AD;HIST1H2AG;HIST1H2AB;HIST1H2AA;H2AFX	31.8131	30.7598	29.1761	32.0608	30.319	28.9709	27.1878	28.0752	25.8843	29.1822	26.2878	28.3704	31.2657	31.5649	30.8518	30.1094	29.3876	29.4951	29.267	28.862	28.1318	29.5954	30.0536	28.4698	28.9129	30.8259	27.8771	28.8421	26.1359	27.3397	26.1031	28.194	25.4091	32.0281	31.188	NaN	29.2682	31.0901	29.8804	28.6803	27.4459	28.383	NaN	27.3508	29.5013	30.2238	28.5004	31.6737	28.9024	28.2286	27.6927	27.5209	27.0713	26.7351	26.8806	31.6895	30.7601	31.3276	30.327	28.2317	26.7036	26.0874	28.7338	23.863	NaN	25.9404
Q16778;P33778;P23527;P06899;Q8N257	Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B	HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB	29.2373	29.6101	NaN	30.4743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.0183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.3881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.0791	29.2773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q71DI3	Histone H3.2	HIST2H3A	NaN	25.1331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.3603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P19367	Hexokinase-1	HK1	28.8924	27.5122	NaN	26.8237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.3699	NaN	NaN	NaN	26.7256	NaN	27.5093	27.2977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P01892	HLA class I histocompatibility antigen, A-2 alpha chain	HLA-A	25.762	25.5954	23.5789	25.2952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5273	NaN	24.2117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P04439;P13746;P30455;P30443;P05534;P30447	HLA class I histocompatibility antigen, A-3 alpha chain;HLA class I histocompatibility antigen, A-11 alpha chain;HLA class I histocompatibility antigen, A-36 alpha chain;HLA class I histocompatibility antigen, A-1 alpha chain;HLA class I histocompatibility antigen, A-24 alpha chain;HLA class I histocompatibility antigen, A-23 alpha chain	HLA-A	27.8578	28.3697	25.792	27.4494	24.2961	NaN	24.4176	NaN	24.6405	NaN	24.3531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8895	26.6811	27.4617	25.9742	25.2345	NaN	24.3913	NaN	27.1915	25.0983	NaN	NaN	NaN	NaN	NaN	24.534	NaN	NaN	NaN	NaN	NaN	NaN	26.0649	24.926	25.9336	26.8858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.4396	NaN	24.9589	NaN	NaN	25.2396	NaN	NaN	NaN	NaN
P10316	HLA class I histocompatibility antigen, A-69 alpha chain	HLA-A	NaN	NaN	NaN	26.9266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P10319;P18465	HLA class I histocompatibility antigen, B-58 alpha chain;HLA class I histocompatibility antigen, B-57 alpha chain	HLA-B	NaN	NaN	NaN	NaN	NaN	23.0917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30462;P18463;Q29718;P30480;P30460;P01889;Q31610;P30486;P30461	HLA class I histocompatibility antigen, B-14 alpha chain;HLA class I histocompatibility antigen, B-37 alpha chain;HLA class I histocompatibility antigen, B-82 alpha chain;HLA class I histocompatibility antigen, B-42 alpha chain;HLA class I histocompatibility antigen, B-8 alpha chain;HLA class I histocompatibility antigen, B-7 alpha chain;HLA class I histocompatibility antigen, B-81 alpha chain;HLA class I histocompatibility antigen, B-48 alpha chain;HLA class I histocompatibility antigen, B-13 alpha chain	HLA-B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.1436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30481;P30483;P30488;P30487;P30485;P03989	HLA class I histocompatibility antigen, B-44 alpha chain;HLA class I histocompatibility antigen, B-45 alpha chain;HLA class I histocompatibility antigen, B-50 alpha chain;HLA class I histocompatibility antigen, B-49 alpha chain;HLA class I histocompatibility antigen, B-47 alpha chain;HLA class I histocompatibility antigen, B-27 alpha chain	HLA-B	26.2192	26.5859	25.0217	25.6604	23.9257	25.7035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.4171	25.2277	24.8807	NaN	24.1818	NaN	25.7395	24.6191	NaN	NaN	24.6561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5198	26.1548	NaN	25.6502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30504	HLA class I histocompatibility antigen, Cw-4 alpha chain	HLA-C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.0441	NaN
P20036	HLA class II histocompatibility antigen, DP alpha 1 chain	HLA-DPA1	22.8255	23.2415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P01903	HLA class II histocompatibility antigen, DR alpha chain	HLA-DRA	27.0629	27.5854	26.1831	26.9444	24.0894	24.8302	25.2468	NaN	NaN	NaN	NaN	23.5483	24.4615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.7158	NaN	27.052	NaN	NaN	NaN	26.1495	NaN	27.1371	NaN	25.8959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.0038	25.3422	26.3289	26.769	NaN	NaN	NaN	NaN	NaN	NaN	24.51	NaN	NaN	24.9004	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P20039	HLA class II histocompatibility antigen, DRB1-11 beta chain	HLA-DRB1	NaN	25.1992	24.1469	24.7576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9TQE0	HLA class II histocompatibility antigen, DRB1-9 beta chain	HLA-DRB1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.6533	NaN	NaN	NaN	NaN	NaN
P04229;Q30154;P13760;Q30134;P79483;P13761	HLA class II histocompatibility antigen, DRB1-1 beta chain;HLA class II histocompatibility antigen, DR beta 5 chain;HLA class II histocompatibility antigen, DRB1-4 beta chain;HLA class II histocompatibility antigen, DRB1-8 beta chain;HLA class II histocompatibility antigen, DR beta 3 chain;HLA class II histocompatibility antigen, DRB1-7 beta chain	HLA-DRB1;HLA-DRB5;HLA-DRB3	26.7886	27.3932	27.1122	26.5511	24.6251	25.1637	NaN	NaN	NaN	NaN	NaN	25.5007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0721	NaN	NaN	NaN	NaN	NaN	27.2529	NaN	26.6195	27.444	NaN	NaN	24.4133	NaN	NaN	NaN	NaN	25.8718	23.6298	NaN	NaN	NaN	NaN	26.3777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.4315	25.9297	26.7397	NaN	NaN
P17693	HLA class I histocompatibility antigen, alpha chain G	HLA-G	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.0367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08397	Porphobilinogen deaminase	HMBS	23.7328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q96RW7	Hemicentin-1	HMCN1	25.886	28.3393	27.1341	26.428	25.3533	25.7049	26.1371	26.1737	NaN	25.9353	26.566	NaN	25.7868	26.8827	NaN	27.3476	NaN	NaN	26.854	NaN	NaN	25.886	28.2385	NaN	NaN	NaN	23.9518	NaN	26.5731	25.4617	NaN	NaN	27.2072	NaN	27.0525	26.5061	28.6358	26.5409	27.2242	NaN	NaN	27.4986	25.8328	25.0344	25.7808	NaN	26.962	28.8633	NaN	26.9096	27.0257	26.9204	26.1878	27.356	27.259	NaN	25.3878	NaN	NaN	NaN	NaN	NaN	25.7347	NaN	NaN	NaN
P17096	High mobility group protein HMG-I/HMG-Y	HMGA1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0545	NaN
